user,playtime,post_date,helpfulness,review_text,recommend,early_access_review
JK47,74.8,"August 20, 2024",67,♥♥♥♥ you IGN,True,
Sajjad,5.4,"August 24, 2024",66,"A beautiful game from Chinese developers. Good planning, good show, proper hype all made this game successful, now this game should become a trilogy !!!",True,
RCascade1996,74.1,"August 22, 2024",66,"Very good game. Runs well. I like the boss fights, there's a lot of them. I would like to say more about the game's narrative in which so little people are discussing.The story is a very good twist to the Wukong narrative which has the protagonist journey through different places to gather the 6 relics of The Great Sage (Sun Wukong) to bring him back from the dead. Each Chapter feels like a philosophical Buddhist dialogue about characters that have failed to follow in the steps of Buddha due to their earthly nature. There are beautiful movie shorts that play at the end of each chapter that adds a layer of narrative to the characters and the places you visit. Best way to describe it is like if Elden Ring showed you a movie before everything went to ♥♥♥♥. Theres also a mural with an old wise man narrator making philosophical commentary on the tragic characters that you meet (and fight) during your journey which is a really nice touch. There is some humour to be found that these characters are in stark contrast to Wukong's effortless attainment of Buddhahood in which he later regretted due to having missed the simple joys of life. This fuels the thematic conflict that is pervasive in this game; Man's desire to transcend the Earth and escape the tragedy of this world, as opposed to giving in to Earthly desires and all the things, both good and bad, attached to it. This is a very tonally consistent game with a very subtle, introspective emotional delivery (similar to Elden Ring). Music is used at a minimum here, with it only really playing during boss fights. Despite music not being used often, it is effective when it is (especially in Chapter 2). It is so unlike western games that are more overt with its delivery of narrative mood. Games like God of War 2016 uses music more heavily and changes mood according to the scene being showed. It also easy to tell when scenes in God of War are trying to be humorous due to me knowing the language. In Wukong, it is very hard to tell the humour apart due to me not knowing Chinese language and culture. I can tell people will have a different experience of this game whether if you're from China or not but this is just how the game made me feel.I played the game in English VA to really get the emotional aspect that the narrative is trying to deliver. Whether it is true to the Chinese vibe, i do not know. All in all, it is a very fun game. 9/10",True,
Toweliewahn,38.6,"August 20, 2024",66,Smooth release. No problems with everything max in 4k on a 4080.Graphic is insane.Gameplay is fluid.World is linear but kinda open.Bosses look good.Difficulty is well chosen......  thats is for now :D,True,
KuraHydrus,87.8,"August 20, 2024",65,---{ Graphics }---☑ You forget what reality is☐ Beautiful☐ Good☐ Decent☐ Bad☐ Don‘t look too long at it☐ MS-DOS---{ Gameplay }---☑ Very good☐ Good☐ It's just gameplay☐ Mehh☐ Watch paint dry instead☐ Just don't---{ Audio }---☑ Eargasm☐ Very good☐ Good☐ Not too bad☐ Bad☐ I'm now deaf---{ Audience }---☑ Kids☑ Teens☑ Adults☐ Grandma---{ PC Requirements }---☐ Check if you can run paint☐ Potato☐ Decent☐ Fast☑ Rich boi☐ Ask NASA if they have a spare computer---{ Game Size }---☐ Floppy Disk☐ Old Fashioned☐ Workable☐ Big☑ Will eat 10% of your 1TB hard drive☐ You will want an entire hard drive to hold it☐ You will need to invest in a black hole to hold all the data---{ Difficulty }---☐ Just press 'W'☐ Easy☐ Easy to learn / Hard to master☐ Significant brain usage☐ Difficult☑ Dark Souls---{ Grind }---☐ Nothing to grind☐ Only if u care about leaderboards/ranks☑ Isn't necessary to progress☐ Average grind level☐ Too much grind☐ You'll need a second life for grinding---{ Story }---☐ No Story☐ Some lore☐ Average☑ Good☐ Lovely☐ It'll replace your life---{ Game Time }---☐ Long enough for a cup of coffee☐ Short☑ Average☐ Long☐ To infinity and beyond---{ Price }---☐ It's free!☑ Worth the price☐ If it's on sale☐ If u have some spare money left☐ Not recommended☐ You could also just burn your money---{ Bugs }---☐ Never heard of☑ Minor bugs☐ Can get annoying☐ ARK: Survival Evolved☐ The game itself is a big terrarium for bugs---{ ? / 10 }---☐ 1☐ 2☐ 3☐ 4☐ 5☐ 6☐ 7☐ 8☐ 9☑ 10,True,
Twiig,82.1,"August 30, 2024",64,"Really enjoyed my journey through this title! Combat feels really great with the stance swapping mechanics. If you like boss fights, this is the game for you, with there being like 90+ for you to conquer. Some more challenging than others, but all are unique and memorable for you to tackle again on your next playthrough in NG+. Everything in this game works well together; the spirts, spells, vessels…all of them made for some really cool variety in gameplay. The ability to change your build on the fly is a huge plus and I loved the chapter-to-chapter format of the story. Animated cutscene story tales were an awesome touch to bring each chapter to a close. Most of all, I loved finding all the hidden areas and questlines along the way, figuring out secret items and bosses that you might not run into without exploring. All of the achievements were fun to go after, collecting all items and defeating every enemy to complete your journal is an awesome feeling to accomplish. This game deserves all the positive feedback it’s receiving and I hope to see DLC/a sequel in the future! Achievement Count: 81Time to 100%: ~70hrsDifficulty: ★★★✩✩Genre of Game: Action RPG, Mythology, CombatFun Rating: 9/10Checkout my YT video review or my",True,
Spicy Sweet Chili,61.2,"September 5, 2024",61,"I’m happy to say that this game was worth the wait. Everything from the amazing set pieces, combat, characters, and attention to detail were just breathtaking to me. It’s so clear that there was a ton of love poured into this game, so many little nods and extra effort put into even the little things that you cant help but be charmed by it all.It’s very polished, only occurred a couple minor bugs throughout my playthroughs, and once you figure out how the game works and the map progression plays out, it’s very rewarding and plays through smoothly. I will say though, the idea of stances is fun - but I never found much of a reason to swap from the default smash stance and just crank out the big damage.I don’t really have too many complaints besides the combat being a little spammy, but that kind of works because it lets you focus instead on learning to react to the bosses, rather than managing a ton of complex mechanics on your end.I 100% the game because I enjoyed the game so much. (Also bought the 8bitdo black myth: wukong edition controller, it's my new go to now.) Definitely would recommend, and I believe it deserves the hype. Can't wait to see what else comes in the future :)",True,
Narbhakshi Panda,51.0,"August 25, 2024",61,40 hrs in this game and despite of what people says about not having a map and performance issues and bla bla bla.. i wasn't bored for a second I had fun exploring the world and meeting NPCs with side quests which don't feel like a medicine pushed down your throat.. I'm on my final chapter now and won't mind coming back to this game again when i upgrade my PC to enjoy this game at its peak graphics 💞 thank you game science studios for putting this masterpiece together can't wait for a DLC from you guys,True,
T1ll10N,58.9,"August 22, 2024",60,"Finally!  This is a game for the every man, in that you can just play a bit at a time without feeling like an endless, and daunting, grind. Great graphics, sound, gameplay, and mechanics.  Really no complaints yet.",True,
CountryCount,30.6,"August 22, 2024",426,"Unlike most people who reviewed this game after 30 minutes and declared it GOTY, i actually played the game.TLDR: Fun at the start, get repetitive really fast and overstays its welcome, with a bunch of glitches and graphical errors.Graphics and performance: Beautiful, but also really buggy, crashed multiple times, and when moving my character had a constant silhouette of artifacts which were really distracting. At least it had very little frame drops most of the time on a XTX7900 and an AMD 7800X3D.Gameplay: Basically this is a boss rush game. Nothing more, nothing less. Combat is pretty to look at, basically stays the same for the whole game. Maybe that is why people hype it so much because it is fun at the start but gets boring real quick. Around 95% of the bosses are one shot pushovers which you will have forgotten about 5 minutes after killing them. The other 5% are just frustrating to fight because they were so badly designed especially the later game fights where every boss has at least 2 health bars as well as transition phases that make then immune to you but they will still attack you which go on for far too long. Also mechanics wise they have a lot of very similar moves e.g. basically every later game boss has a move that puts them above your head and makes them shoot a multitude of projectiles at you. Just very repetitive all around.Also game would have really benefited from some sort of map.Story: Know Journey to the west or don't bother trying to understand who the characters in the game are or what you are doing besides ""get all the monkey king relics"".EDIT: Forgot to mention the absolutely terrible skill tree. It is almost always the best option to just take base ""increase attack/defense/crit chance/crit dmg"" nodes instead of skills that actually alter your gameplay which is just a straight up failure in designing an interesting progression system.",False,
Ivor Spatch,4.2,"August 22, 2024",343,"Black Myth: Wukong is not the game that you think it is. The opening is strong, with gorgeous visuals, incredible art direction and mystifying enemy and boss design. The problems begin however when the introduction is over and the real game begins. Black Myth Wukong dresses itself as an RPG but this is only superficial. In reality, Black Myth Wukong is a Boss Rush. There's very little downtime between boss fights, often moving directly from one fight into another. When there is something in-between, the game offers only linear levels with nothing in the way of exploration.That's not to say that the game isn't entirely without merit. Visually the game is a feast for the eyes, and the music and sound design are top quality. The combat system is as visually pleasing as it is mechanically deep, there's an array of skills, spells, transformations, items and equipment at the players disposal.However, this variety is hampered by the totally linear progression, armour and weapons are not found in the game world, they are unlocked in the shop after an arbitrary amount of progress has been made. Likewise for spells and skills which are only unlocked after specific points of the story. This leaves the game severely lacking in player agency, there's no decision making in where to go or in what order you progress the story, each ""level"" of the game is a beautifully decorated corridor with a boss waiting for you at the end and even within a scant few hours, the shallow game-play loop becomes immediately apparent. The boss rush nature of the game falls flat without the framing behind it. Bosses that have fantastic visual design have no framing within the story, there's little to no lore or explanation behind the enemies you're facing and it can leave you erratically jumping from one quirky boss fight to another with a feeling of disconnect. Without this framing, the significance of the boss is lost and what could have been a grandiose fight becomes a pedestrian affair, each boss becomes just another box to tick on your road to the end of the game.Black Myth: Wukong is a spectacle, for sure, but it feels like it's using that spectacle as a crutch to distract from how little depth there to the gameplay, it feels like all of the mechanics of a good RPG were created, they just forgot to create the world to go with it.",False,
DumasDale,41.8,"August 21, 2024",320,"I really don't understand the excitement around this game. Yes, it's pretty. Yes, the combat can be fun, and the story is interesting. But the controls are janky (like barely work half the time), there are invisible walls everywhere, and it's just boss after boss after boss. It's just plain annoying more often than fun. EDIT: i just finished the game and yea I realllly don't like it. The credits couldn't even run correctly lmao",False,
raw maw,1.6,"August 20, 2024",312,"Is Black Myth: Wukong the best game ever made and ever will be made? ...... .A sudden uproar of positive feedback for this game brings me here.People claiming insane quality with immense praise, and already bursting out with GOTY trophies left and right.""The most beautiful-looking game ever"", ""A technological wonderland"" and other absurd claims alike. Hyping it up as if it's 1993 and DOOM just released.So, I was intrigued -- if not a little enticed. I've read the gameplay described as not too dissimilar of the Dark Souls games and Sekiro, with others mentioning God of War from 2018. I'm really not a large fan of either, to say it politely. But I wouldn't have encountered many of my favourite games if I weren't open-minded.Either way, I was mostly interested in the highly-praised visuals of the game......And I am disappointed.Don't get me wrong, the aesthetic of the game looks  -- but the vaseline textures, low-poly rocks with extremely stretched details, dittered hair, AO flicker on foliage, and some sort of constant film-grain filter plus intense sharpening effect is just killing it for me. I've seen games from over 6 years ago look vastly better than this.The whole game just looks like a blurry, fuzzy mess. Yes, even after turning off motion-blur and all that default crap, yadda yadda yadda.Performance is okay for a UE5 title, but it looks nowhere near the """" trailers they've shown, and quite frankly the overall picture doesn't look good enough to justify the performance.I'm certain similar fidelity could be achieved in UE3 for a fraction of CPU/GPU resource cost.Playing with a i9-14900KF, RTX 4080 Super, and 64GB RAM; on all the highest settings with full RTX on... and performance is most definitely playable, but what's on screen doesn't really aptly translate to the tankiness of the game. Maybe that's due to the integrated Denuvo ♥♥♥♥♥♥♥♥.The 130GB installation is just wild, honestly. Compare that to Elden Ring's 50GB. I mean, the complaint writes itself. No way the contents of the game have in any way been sorted and optimized, especially with its low-res texture fidelity.I don't wanna be a Twitter guy and whine about in-game graphics, but I'm just not seeing the substance of all these crazy claims fans are making.Still, if the game's good then I probably wouldn't complain about its visuals. But it isn't.Gameplay is a monotonous button-masher with little-to-no positively noteworthy aspects.Normal enemies are weak as ♥♥♥♥ and even a dog with the controller in its mouth could accidentally kill them, no sweat.Bosses are mostly just consistent of spamming dodge, since they have very bad tells and 0-frame attacks from across the arena that stunlock you in an infinite loop. And the intervals between dodges are taken up by slowly waiting for magic to go off cooldown, just like God of War (2018). With spells that make you immortal or another that immobilizes the enemy, it's nothing but hand-holding.Normal attacks are a waste to bother with, as the 3rd consecutive light attack has such a long delay that it's easier to just dash after the 2nd to reset it. And heavy attacks are so tediously wonky to pull-off and take forever to do that there's zero reason to ever do such a thing mid-battle.The healing mechanic has such a large delay that it's hard to immediately know whether the game even registered your input, so I end up accidentally doing multiple heals at once.Areas are extremely linear in progression, and actively discourages any of the basic yet optional side-explorations by filling each room with illogically placed invincible walls. So you're never really sure where you can go and where you can't.The game's camera is somehow even worse than any FromSoftware's titles, which is not a prideful achievement.It will shuffle and twitch around like it's a scene from Cloverfield.And if as much as a twig get in the way, it will zoom in for a thorough colonoscopy.Also, the story is boring as ♥♥♥♥, and the English voice-acting is absolutely horrid and on-par with Atomic Heart.I'm not sure whether I could comfortably classify this game as ""bad"", but I certainly would not recommend it as my short time with it was truly agonizing. I'm no longer interested in playing any more, so... .",False,
ToxicWhenItMatters,40.2,"August 24, 2024",295,"So, this game is fun and I like it, but it has a massive issue with input delay, and inputs not registering. I am not talking about trying to dodge while attacking, that is not an issue and makes the game more enjoyable in terms of timing attacks. I am talking about just standing still and doing nothing jamming the button to use a potion and nothing happens. Or dodging while not attacking and nothing happens. It is kind of crazy that no one has been talking about this.",False,
Demajen,15.6,"August 20, 2024",281,"Invisible walls everywhere, thinly-veiled corridor level design, traversal stutter constantly, meh enemy AI with mobs falling into gaps in geometry or getting stuck on the side of cliffs, generic storytelling with no narrative stakes or tension — best go read J2tW because a computer game still hasn't made that story interesting or tried to tell it in a way that doesn't rely on already knowing the story...At least its really pretty!",False,
Winslow,1.1,"August 22, 2024",265,"It is with genuine regret that I do not recommend this game, but because of specific circumstances. If you have photosensitive seizures like I do, there is almost no level of adjustment to the graphics which will make this benign. There is no warning, people will think it's just about flashing lights but it's also about conflicting texture layers. I am very saddened that I will not be able to play.",False,
the_cob,16.1,"August 20, 2024",265,"I got this game for free as a promotion with a graphics card I bought, I hadn't watched any trailers for it and never really looked into it. I went in with no expectations or hype whatsoever, and frankly I don't get it.The game has terrible level design, you are bound to hit an invisible wall (even if the place you are trying to reach is part of the level, sometimes there's just an invisible wall to prevent you from going there from a specific angle for some reasons) no matter where you go, the paths are also not intuitive, I was actually going around the level trying to find what I had missed only to find out that there was a small gap to crawl in to progress hidden inside a cave, there was nothing to tell me this was there, I found it by pure chance, the combination of the invisible walls, non-intuitive levels and the lack of a map to find those paths on makes exploring very frustrating.The combat feels wrong, sometimes you do an input mid-roll and the character does the move related to that input right after the roll, and sometimes he does not, heavy attacks have ridiculous delay to them which makes them feel terrible to use. In some fights, you could start a heavy attack before the boss starts his attack and get punished anyway. You barely do any damage to bosses and kill regular enemies way too easily, which makes the bosses the only actual challenge, well except for actually finding them, unfortunately the bosses have terrible arena designs and sometimes attack fast enough to get you with a follow-up attack right after your dodge. The story relies way too much on the base material, if you have not read the book, none of it makes sense.The game does look pretty, but if its not fun then why would I play it.",False,
Deatan,39.8,"August 20, 2024",229,"The Boss AI stopped working for 2 different bosses. I had to restart the fight. One of them refused to die after I got his HP to 0, twice. I had to restart the fight again. I am currently stuck at this boss since their AI just turns off midfight and I refuse to fight a target dummy. It runs pretty well and combat looks pretty good so far but bosses, which seems to be the main focus of the game, doesn't work properly.Edit: After like five tries the boss AI worked and I finished the fight. But later on unsurprisingly out of 6 bosses or so 2 of them also stopped fighting midfight and 1 of them refused to die. I tried that boss again 3 more times to no avail. I literally cannot continue the game. Some people have no problems like I do but I also saw enough to know this isn't just happening to me. If you want to gamble go ahead but be warned. Wait for a patch for sure.UPDATE: Found a solution. So if your Windows language is not EN or CN and if your alphabet contains the letters ""ö,ü,ğ,ş"" (I don't know which one of these letters cause the problem. Can be one can be all of them at once) the boss AI just gives up for some reason. So the solution is to change your windows language to EN. The negative review will stay as negative since this is still a crazy mistake that tarnished my gameplay for days and I want people who are having the same problem to see this review.",False,
Pliny The Welder,62.4,"August 24, 2024",179,"I simply do not understand how this game is overwhelmingly positive.  It feels, in many places, extremely amateurish in fact.Level design is objectively terrible.  Huge open maps that feel procedurally generated they're so bland.  The game is positively littered with invisible walls which makes exploring a tedious mess.  Running down a path only to find that THIS one ends in an invisible wall while THAT one allows you to continue walking is shockingly awful.Levels are massive open spaces with a tiny smattering of enemies.  The game feels like a boss rush.  The camera is terrible, the bosses range from fine to terribly designed. The gear progression is completely pointless, the story is non existent, encounter design is comical.The devs might have said the game isn't a souls-like but it very obviously is.  Sadly it's a bad souls-like.  It's not even in the same universe of the best games in the genre.  Obviously it's hilariously bad compared to From games but it's also massively inferior to the Deck 13 games, the Remnant games, the Team Ninja games and most of the good 2D souls-like games.The game swings wildly from so comically easy the game is boring to annoyingly designed difficulty where you spend 60 percent of a fight literally running after a boss or running away as a boss floats in the air.The game looks nice.  I guess that's all it takes these days.",False,
JERRIKOH_v2,13.4,"August 20, 2024",174,"Cannot recommend for AMD users at the moment. Haven't even made it through the tutorial fight without constant crashes. Well above recommended PC specs, drivers are updated,  dropped graphic settings to lighten the load... so on and so forth. Hoping for some updates soon to help the issues.Update. Not entirely sure what the problem was but I did manage to stop the crashing in the intro fight by locking the frames to 60. Changed FRS to TSR. And dropping graphics to low. Could've been the sheer volume of particles. Gradually cranked everything back up to cinematic and have only crashed once since.",False,
rbwadle,417.1,"August 31, 2024",153,"This may be the first time playing a steam game that I have ever felt an overwhelming need to post a negative review.  It is a shame that the current state of the game includes a major design flaw that ruins an otherwise stellar experience.  It is one that is .In the interest of fairness to the parts of the Wukong development team that actually did a great job, the following aspects of the game are deserving of its currently  review status:However, the one team that absolutely did not live up to the level of quality that their peers delivered is the Level Design team.  The killing blow to the experience for this game is the .  This game should have never been released with this level of lazy implementation of Player Boundary Design.  It is utterly inexcusable to price your game at the AAA level when it is clear that there was less effort put into player boundary design and QA testing than a Nintendo 64 release.Navigating through levels in this game feels like  where you never know if you are going to smash your face on the the glass a few feet where a wall or drop in elevation appears to be or if said change in elevation is actually a path of progression.  The ever-present level of inconsistency with visual indicators of game boundaries and the actual enforced game boundaries makes level navigation and exploration tedious at best.  I do not find it fun to brush up against or jump at everything that looks like a boundary in order to determine if it actually is.  This lack of visual consistency is a big letdown as many of the secret paths contain very useful rewards but the sheer tedium of brute-force invisible wall testing is exhausting to the point where I no longer want to play.  The final insult thrust upon me by the Level Design team was in the 3rd chapter where . . .  If this ever gets fixed I will change my review, and if on the infinitely unlikely chance that the Wukong Game Director reads this review -- allow me to pose a hypothetical question for you:  ""If you went to a 5 Star Steakhouse and ordered their most expensive steak.  You receive the meal and it looks and smells wonderful but you find that you can not cut off a piece from the side.  The Chef tells you that the outer 1/3 of the steak is inedible but you can cut from the middle.  You take a cut from the middle and it tastes well above your expectations.  The second cut from the middle also tastes just as good if not better, but on your 3rd bite you taste nothing at all.  The Chef then explains that 1/3 of the inner portion is inadvertently devoid of taste""What kind of review would you leave for that Restaurant?As a few people have noticed, my gametime is increasing even though I stated above that I would no longer play the game.  In reality I am working on a mod which requires having the game executable open in order to inspect and query game assets.  I anticipate I am no more than a few weeks away from having that released and will post to NexusMods when it is ready.However, I am willing to make an implied agreement with this game studio -- whether they ever end up seeing this or not:Both you and I know how poorly the Level Bounds execution is in this game, I have seen it and you are intimately familiar with it.  Your UE  look fine and are only marginally overextended compared to the elevations that define them.  On the other hand . . . the  and vector defined  are atrocious.  It is almost as if there were two separate teams responsible for those.  Your bounds often coverup areas that themselves have appropriate mesh collision which begs the question of why they were added in the first place.Now it is time for the DEAL. . . If you beat me in releasing an update that addresses the substandard boundary implementation elements . . . not only will I change my review to positive, but I will also not release my mod or any videos which may expose the embarrassing level of quality on display in your boundary design.  I say this knowing full well that the audience I would reach would be miniscule.  but you never know, it may end up reaching someone who actually does have an audience and they may run with it.So I have finished the initial version of the mod and now I can start playing without being distracted by Invisible Walls.  I will leave this review as is until this is fixed in game without needing to install a mod.  If/When that happens I will change this review to Recommends.Mod is available on Nexus Mods ->",False,
Qusk,29.5,"August 23, 2024",148,"The other negative reviews have already covered most of it. I can just add that I too find the game very frustrating. I want to love it, but the poor combat design, getting locked into animations far too often, which punishes you constantly, bonks my monke brain far too often.The movement and dodging also feels very poorly implemented. It feels like you have constant input lag. When you land a heavy attack it doesn't feel rewarding because of the randomness (sometimes you get interrupted, sometimes you don't).The level design is very strange, in a bad way. You get tired of trying to reach places and explore because of the inconsistent and invisible walls. The bosses doesn't feel significant or interesting since you stumble upon new ones constantly. No build-up or back story to get the excitement up before the next boss.I'm not even going to get started on ranged enemies.No FOV adjustment. Extreme over-sharpening of the graphics with no ability to turn it off RUINS the beauty. Camera movement is incorrectly implemented and extremely annoying. No HDR-support and there are raised black levels (no true blacks). A lot of graphical artifacts, mostly noticeable around the character. Also plenty of stuttering.",False,
Snobby Hobo,1.1,"August 20, 2024",146,"This is the first title where I actually, genuinely feel deceived by the few reviews I watched. ""It's not inspired by the soulsbornes, it's their own thing"" was uniformly propagated. Well guess what - it's another soulsborne game with some minor twists to the formula I will get into.I deliberately bought this game to finally get some reprieve from the excessive influence Fromsoft has had on the last decade of games and it's just more of the same. The challenge lies entirely in the game obfuscating what to do.  Normal enemies are a minor nuisance, bosses are the focal point. Bosses perform devastating attacks that you need to internalize - and without having seen them performed prior you either get away with a crude, unrewarding feeling victory, or you need to repeat the same thing a few times over. I've stated before I don't like this concept. I don't like games that feel they don't need to communicate their intent. I already played all Souls games there are. I did not buy into this thinking it was just more of the same.The combat model itself is, I suppose, a play on the existing model. Rather than stance breaking a la Sekiro, you generate Focus points by attacking (or charging). Focus points can be leveraged in a multitude of ways that allow you to take some initiative and deal big damage. You don't feel anywhere near as helpless as your average souls game - you intermittently decide the pace of the fight. I won't judge the quality of the twist, nor the admittedly great visuals - for I am wholly put off by being deceived into thinking this wasn't another soulsborne purchasing it. But it just is.",False,
Craaazzed,11.2,"August 19, 2024",134,CRASHES On multiple settings with FSR enabled. Low FPS on 7900XTX. Unplayable at the moment. Doesnt work on low settings either,False,
FURIOUS PENGUIN,0.3,"August 19, 2024",125,If you want to support a super misogynistic games company then this is the game for you,False,
Isomelos,27.0,"August 24, 2024",119,"First of all it's a beautiful game. The visuals are great, It also has some unique combat that when you get used to it, it's enjoyable. But beyond that...this game is a boss simulator. I'm sure a lot of people will enjoy that aspect. I was hoping for more exploration. The game is linear, which isn't bad in itself, but it's boss fight after boss fight after boss fight. For gamers like me, the game becomes a constantly stressful and continuous boss fight. Sometimes, there's very little between one boss fight and the next and I was hoping for more than that. A lot more.",False,
6ʞ-Я,7.8,"August 19, 2024",101,"Crashes, low fps and not working frame generation.",False,
stevo,13.9,"August 24, 2024",94,"the first 10 hours will lull you in, but honestly this game just kinda blows. There is next to zero exploration worth. It's a boss rush game through and through, and the combat isn't remotely good enough to carry it. The bosses are just tedious endurance tests, with horrible hit-boxes and win conditions. The game emphasizes dodging, and then rewards you with really bizarre hitboxes because the enemies have invisible walls around their body which means you can't be underneath them, which mean your attacks constantly whiff, and bosses can hop a metre away and completely avoid your heavy attacks, which are your win condition.Banging your head against Consort Radahn was frustrating, but fun still because you could feel your progress and know you failed because you messed up. Everytime I failed against the bosses here it was because I ran out of HP to survive the onslaught of suspect hit detection and tedious gimmicks.",False,
>noderunner_,0.8,"August 24, 2024",79,"I hate to downvote what is clearly a great game, but it has technical issues that prevent me from having a good experience. Random crashes and weird performance issues on AMD. I hope this review serves to amplify the voices of others having similar issues and catalyzes the developers to do the work this game deserves.I'll consider trying again once it receives some patches.",False,
Jaba01,7.9,"August 21, 2024",76,"First of all, let me say. This is a solid game, a good game even. But I don't dig it. It has some issues.- The difficultyIf you're looking for a chill action RPG, this game is not for you. The first chapter of the game is relativily mild, but starting with the second chapter the difficulty ramps up CONSIDERABLY. You'll be dying a lot on bosses, run against them over and over again.Aside from being quite hard, the game has a few flaws which made me quit it for now.- The invisible walls everywhere. This destroys any kind of immersion.- The linear gameplay with almost no exploration of any kind.- The missing map - I constantly feel lost. Having no map serves no purpose other than being a nuisance.- The performance is okay, but given that it doesn't look that great nor special, it's a bit poor. It's playable with DLSS and especially with frame gen, but that shouldn't be required to run a game. The optimization is poor. At least it doesn't stutter.If you're looking for an action RPG with a very high difficulty (you cannot change this), almost on Sekiro levels, then this game is for. If not, better skip this.",False,
LeJon,48.9,"September 22, 2024",75,"Your enjoyment of this game heavily relies on your knowledge of the source material or tolerance for soulslike games. I meet neither requirement so for a majority of the 50h I played, I did not have a good time. I was expecting a retelling of the Journey in game format, instead it's an OC sequel to a novel I never read and doesn't even progress the story all that much beyond what is already known.Story wise you meet and fight back to back bosses nearly constantly with no context as to why they want you dead and they don't even say anything besides ""En garde!"" before assaulting you.Gameplay is decent enough to keep you engaged throughout but again the boss rush will sour your playthrough as many of these bosses heavily rely on cheap gimmicks to trip you up during fights like delayed attacks, phase changes where they float in the air for almost a full minute or grabs that instantly shreds half of your HP.The worst offender was Chapter 3, being the longest and a genuine chore to get through as it was the length of both previous chapters combined in total and the final boss had two phase transitions that are cutscenes where you take unavoidable half HP damage and a gold form where he's immune to your basic attacks. While fighting him and searching for tips online I also found out that every boss can input read you charging up for a heavy attack and will back away or dash into you when you start doing so.. Absolutely horrendous and unfair design imo but little irritating tricks like these exist in all of the others to artificially inflate difficulty and force you to die again and again until you ""get good"" like the average soulslike masochist would say.I forced myself to the end waiting to see how long it takes to get good and to my surprise it did, near the end. The secret final boss as well as the final boss himself were beautifully crafted and fairly challenging without relying on the previous gimmicks other bosses would pull. Unfortunately this came at around 40h in my playthrough.In the end I do regret getting roped into the hype train and paying full price for this. I think I'd have been happier with a 30€ price tag a couple months down the line. This is not the end all be all of gaming some people are acting like it is. It just happens to be a decent 7/10 game not plagued by the usual forced agendas we're tired of hearing about.As stated in the beginning, you can disregard this review if you read and enjoy the novel and are a fan of Soulslikes because this absolutely is one despite people trying to trick newcomers into believing it's not.",False,
superkatten,3.1,"August 20, 2024",74,"its terrrible. At least if you like gameplay over visuals. Here are some of the things that makes it a low tier DS clone:Game is mostly a boss rush but fighting the bosses arent fun. very little downtime between bosses. Mostly just spam dodge since they have very bad tells and 0-frame attacks.the combat is floaty where dodges arent the same. 1. is good, second is okay i think and then the 3rd have a delay between getting to dodge again.It has both immortal weapons from nioh and an immobalize spell you can use on bosses, so most of the time you are just waiting for that to come back online. You have light and heavy attacks but some light attacks take muuuch longer to finish so you have to try and just use light attack 2 time and then dodge to reset combo. Also at a boss that has an ability that hits a bigger area than the visual indicate and can go invulvuable and if in a bad part of the arena attacks faster than intended so you cant even dodge spam to avoid dmg.furthermore took an ability that should let me negate incomming dmg if i heavy strike combo but that dosent seem to work.Many of the bosses also have that elden ring boss design where they stop mid swing and then hit with all the momentum as if they dident stop.Camera tracking is ♥♥♥♥, a lot of the time the boss is only half visible on the side of the screen after dodging attack past thenso with all these tings i would consider bad. there isent anything good except its mytholigy and boss visuals that are new.",False,
Anto_Jobra,1.5,"August 20, 2024",69,The developers are misogynists,False,
爱木须龙,40.3,"August 20, 2024",67,"13 hour played, this game only shocked you with the first animation story telling,after that you will face a lot of problem,a lot a Air wall(Collision) blocking the route,even the route seem like you can go through,also there is no MAP for you ,the whole Map design is ♥♥♥♥ ,the Perfect dodging does't really help u to getting the advantage for the battle.  Anyway Art and music is pretty good, overall is 6/10, 7/10 if u love Journey to the west",False,
Roninu,28.2,"August 20, 2024",66,Yellow Wind King Boss is the worst boss design I;ve ever seen. You can;t see nothing and these transparent walls are blocking you from moving while you can't see nothing. Such a bad design for this boss.,False,
